IC,YEAR,IPID
NCI,2020,113739
NCI,2020,113099
NCI,2020,113713
NCI,2020,113141
NCI,2020,113842
NCI,2020,113323
NCI,2020,113397
NCI,2020,113691
NCI,2020,113339
NCI,2020,113585
NCI,2020,113743
NCI,2020,113775
NCI,2020,113591
NCI,2020,113133
NCI,2020,113157
NCI,2020,113254
NCI,2020,113214
NCI,2020,113498
NCI,2020,117990
NCI,2020,117978
NCI,2020,113605
NCI,2020,113082
NCI,2020,113384
NCI,2020,113865
NCI,2020,113640
NCI,2020,113807
NCI,2020,117991
NCI,2020,113613
NCI,2020,113280
NCI,2020,117980
NCI,2020,113752
NCI,2020,113286
NCI,2020,113158
NCI,2020,113521
NCI,2020,113085
NCI,2020,113822
NCI,2020,113054
NCI,2020,113627
NCI,2020,113181
NCI,2020,113712
NCI,2020,113417
NCI,2020,113239
NCI,2020,113227
NCI,2020,113289
NCI,2020,118034
NCI,2020,113313
NCI,2020,113337
NCI,2020,113877
NCI,2020,113402
NCI,2020,118000
NCI,2020,113583
NCI,2020,113784
NCI,2020,113117
NCI,2020,118002
NCI,2020,113531
NCI,2020,113871
NCI,2020,113180
NCI,2020,113322
NCI,2020,113621
NCI,2020,113684
NCI,2020,113464
NCI,2020,113759
NCI,2020,113527
NCI,2020,113815
NCI,2020,113290
NCI,2020,113715
NCI,2020,113800
NCI,2020,113367
NCI,2020,113541
NCI,2020,113436
NCI,2020,118018
NCI,2020,113518
NCI,2020,113668
NCI,2020,113089
NCI,2020,113647
NCI,2020,113434
NCI,2020,113363
NCI,2020,113780
NCI,2020,113153
NCI,2020,113413
NCI,2020,113376
NCI,2020,113405
NCI,2020,113632
NCI,2020,113526
NCI,2020,113568
NCI,2020,113797
NCI,2020,113867
NCI,2020,113746
NCI,2020,113824
NCI,2020,113144
NCI,2020,113297
NCI,2020,113379
NCI,2020,113459
NCI,2020,113298
NCI,2020,113561
NCI,2020,113551
NCI,2020,113361
NCI,2020,113569
NCI,2020,113100
NCI,2020,113408
NCI,2020,113448
NCI,2020,113309
NCI,2020,113135
NCI,2020,113364
NCI,2020,113373
NCI,2020,113093
NCI,2020,113156
NCI,2020,113095
NCI,2020,113216
NCI,2020,113667
NCI,2020,113458
NCI,2020,113212
NCI,2020,113793
NCI,2020,113554
NCI,2020,113604
NCI,2020,113315
NCI,2020,117965
NCI,2020,113234
NCI,2020,113690
NCI,2020,113166
NCI,2020,113281
NCI,2020,113260
NCI,2020,113107
NCI,2020,113175
NCI,2020,118035
NCI,2020,113771
NCI,2020,113438
NCI,2020,113109
NCI,2020,113471
NCI,2020,113757
NCI,2020,113468
NCI,2020,113770
NCI,2020,113517
NCI,2020,113538
NCI,2020,113559
NCI,2020,113176
NCI,2020,113601
NCI,2020,113864
NCI,2020,113233
NCI,2020,113250
NCI,2020,113258
NCI,2020,113340
NCI,2020,118012
NCI,2020,113270
NCI,2020,113717
NCI,2020,113776
NCI,2020,113830
NCI,2020,118264
NCI,2020,113061
NCI,2020,113351
NCI,2020,113366
NCI,2020,113238
NCI,2020,113437
NCI,2020,113241
NCI,2020,113062
NCI,2020,113562
NCI,2020,113252
NCI,2020,113203
NCI,2020,113359
NCI,2020,113720
NCI,2020,113789
NCI,2020,113199
NCI,2020,113168
NCI,2020,113794
NCI,2020,113409
NCI,2020,113747
NCI,2020,113131
NCI,2020,113291
NCI,2020,113710
NCI,2020,113398
NCI,2020,113600
NCI,2020,113664
NCI,2020,117971
NCI,2020,113251
NCI,2020,113672
NCI,2020,113661
NCI,2020,113219
NCI,2020,113703
NCI,2020,113466
NCI,2020,113068
NCI,2020,113197
NCI,2020,113134
NCI,2020,113127
NCI,2020,113615
NCI,2020,113761
NCI,2020,113159
NCI,2020,113425
NCI,2020,113301
NCI,2020,113537
NCI,2020,113589
NCI,2020,113645
NCI,2020,113593
NCI,2020,113576
NCI,2020,113599
NCI,2020,113831
NCI,2020,113245
NCI,2020,113508
NCI,2020,113773
NCI,2020,113823
NCI,2020,113453
NCI,2020,117963
NCI,2020,113819
NCI,2020,113767
NCI,2020,113113
NCI,2020,113083
NCI,2020,113145
NCI,2020,113399
NCI,2020,113371
NCI,2020,113114
NCI,2020,113418
NCI,2020,113588
NCI,2020,113748
NCI,2020,113811
NCI,2020,113334
NCI,2020,117975
NCI,2020,113447
NCI,2020,113582
NCI,2020,113080
NCI,2020,113633
NCI,2020,117966
NCI,2020,113261
NCI,2020,113053
NCI,2020,113092
NCI,2020,113275
NCI,2020,113052
NCI,2020,113768
NCI,2020,113121
NCI,2020,113278
NCI,2020,113624
NCI,2020,113636
NCI,2020,113590
NCI,2020,117964
NCI,2020,113608
NCI,2020,113412
NCI,2020,113744
NCI,2020,113709
NCI,2020,113075
NCI,2020,116083
NCI,2020,113758
NCI,2020,113868
NCI,2020,113840
NCI,2020,118020
NCI,2020,113659
NCI,2020,113247
NCI,2020,113496
NCI,2020,113431
NCI,2020,113609
NCI,2020,113271
NCI,2020,113256
NCI,2020,113392
NCI,2020,117992
NCI,2020,113503
NCI,2020,113150
NCI,2020,118032
NCI,2020,113870
NCI,2020,113765
NCI,2020,113849
NCI,2020,113532
NCI,2020,113174
NCI,2020,113084
NCI,2020,113370
NCI,2020,113745
NCI,2020,113851
NCI,2020,118036
NCI,2020,113347
NCI,2020,113210
NCI,2020,113055
NCI,2020,113584
NCI,2020,113586
NCI,2020,113421
NCI,2020,117989
NCI,2020,113657
NCI,2020,113420
NCI,2020,117993
NCI,2020,118025
NCI,2020,113832
NCI,2020,113122
NCI,2020,117970
NCI,2020,113333
NCI,2020,118008
NCI,2020,113346
NCI,2020,113610
NCI,2020,113799
NCI,2020,113064
NCI,2020,113336
NCI,2020,113603
NCI,2020,113721
NCI,2020,113193
NCI,2020,113321
NCI,2020,118023
NCI,2020,113104
NCI,2020,113580
NCI,2020,113694
NCI,2020,113326
NCI,2020,113423
NCI,2020,118014
NCI,2020,113182
NCI,2020,113126
NCI,2020,113130
NCI,2020,113138
NCI,2020,113723
NCI,2020,113711
NCI,2020,113246
NCI,2020,113152
NCI,2020,113253
NCI,2020,113539
NCI,2020,117994
NCI,2020,113306
NCI,2020,113753
NCI,2020,113535
NCI,2020,113724
NCI,2020,113574
NCI,2020,118033
NCI,2020,113362
NCI,2020,113169
NCI,2020,113522
NCI,2020,113634
NCI,2020,113349
NCI,2020,113461
NCI,2020,113740
NCI,2020,113813
NCI,2020,117995
NCI,2020,113751
NCI,2020,113389
NCI,2020,113620
NCI,2020,113673
NCI,2020,113493
NCI,2020,113149
NCI,2020,113702
NCI,2020,113718
NCI,2020,113505
NCI,2020,113732
NCI,2020,113116
NCI,2020,117984
NCI,2020,113788
NCI,2020,118006
NCI,2020,113396
NCI,2020,118007
NCI,2020,113403
NCI,2020,113564
NCI,2020,113386
NCI,2020,113299
NCI,2020,113818
NCI,2020,113226
NCI,2020,113499
NCI,2020,113220
NCI,2020,113628
NCI,2020,113445
NCI,2020,113442
NCI,2020,113837
NCI,2020,113570
NCI,2020,113325
NCI,2020,113509
NCI,2020,113862
NCI,2020,113211
NCI,2020,113801
NCI,2020,113550
NCI,2020,113185
NCI,2020,113140
NCI,2020,113456
NCI,2020,113155
NCI,2020,113701
NCI,2020,113649
NCI,2020,113708
NCI,2020,113469
NCI,2020,113087
NCI,2020,113810
NCI,2020,113642
NCI,2020,117982
NCI,2020,113450
NCI,2020,117976
NCI,2020,113790
NCI,2020,118040
NCI,2020,113556
NCI,2020,113856
NCI,2020,113777
NCI,2020,113195
NCI,2020,113350
NCI,2020,118024
NCI,2020,113049
NCI,2020,113671
NCI,2020,113693
NCI,2020,113555
NCI,2020,113186
NCI,2020,113606
NCI,2020,113344
NCI,2020,113192
NCI,2020,113248
NCI,2020,113429
NCI,2020,113225
NCI,2020,113360
NCI,2020,113602
NCI,2020,113480
NCI,2020,113782
NCI,2020,113319
NCI,2020,113650
NCI,2020,113755
NCI,2020,113073
NCI,2020,113266
NCI,2020,118004
NCI,2020,113048
NCI,2020,113677
NCI,2020,113829
NCI,2020,113213
NCI,2020,113834
NCI,2020,113293
NCI,2020,113796
NCI,2020,113879
NCI,2020,113455
NCI,2020,113506
NCI,2020,117968
NCI,2020,117985
NCI,2020,113769
NCI,2020,113374
NCI,2020,113596
NCI,2020,113196
NCI,2020,113699
NCI,2020,117998
NCI,2020,113638
NCI,2020,113816
NCI,2020,113523
NCI,2020,113139
NCI,2020,113731
NCI,2020,113427
NCI,2020,113733
NCI,2020,113173
NCI,2020,117996
NCI,2020,118037
NCI,2020,113785
NCI,2020,113353
NCI,2020,113111
NCI,2020,113428
NCI,2020,113102
NCI,2020,113433
NCI,2020,113279
NCI,2020,113512
NCI,2020,113137
NCI,2020,118017
NCI,2020,113533
NCI,2020,118019
NCI,2020,113854
NCI,2020,113652
NCI,2020,113200
NCI,2020,113394
NCI,2020,113492
NCI,2020,113255
NCI,2020,113348
NCI,2020,113857
NCI,2020,113520
NCI,2020,113629
NCI,2020,113160
NCI,2020,113530
NCI,2020,113594
NCI,2020,113272
NCI,2020,113108
NCI,2020,113201
NCI,2020,113232
NCI,2020,113844
NCI,2020,113876
NCI,2020,113375
NCI,2020,113443
NCI,2020,113472
NCI,2020,113681
NCI,2020,113663
NCI,2020,117983
NCI,2020,113288
NCI,2020,113494
NCI,2020,113607
NCI,2020,113756
NCI,2020,113330
NCI,2020,113311
NCI,2020,118009
NCI,2020,113567
NCI,2020,113772
NCI,2020,113687
NCI,2020,113240
NCI,2020,113695
NCI,2020,113817
NCI,2020,113329
NCI,2020,113050
NCI,2020,113622
NCI,2020,113091
NCI,2020,117977
NCI,2020,113722
NCI,2020,113078
NCI,2020,113118
NCI,2020,113725
NCI,2020,118030
NCI,2020,113764
NCI,2020,113086
NCI,2020,113302
NCI,2020,113098
NCI,2020,113534
NCI,2020,113264
NCI,2020,113543
NCI,2020,113274
NCI,2020,113619
NCI,2020,113338
NCI,2020,113444
NCI,2020,113483
NCI,2020,113572
NCI,2020,117999
NCI,2020,113579
NCI,2020,118026
NCI,2020,118015
NCI,2020,113729
NCI,2020,113762
NCI,2020,113880
NCI,2020,117979
NCI,2020,113388
NCI,2020,113511
NCI,2020,113553
NCI,2020,117988
NCI,2020,113545
NCI,2020,113625
NCI,2020,113067
NCI,2020,113795
NCI,2020,113845
NCI,2020,113738
NCI,2020,118016
NCI,2020,113414
NCI,2020,118022
NCI,2020,113716
NCI,2020,113303
NCI,2020,113058
NCI,2020,113542
NCI,2020,113452
NCI,2020,113646
NCI,2020,113198
NCI,2020,118013
NCI,2020,113783
NCI,2020,113651
NCI,2020,113354
NCI,2020,113372
NCI,2020,113148
NCI,2020,113308
NCI,2020,113188
NCI,2020,113341
NCI,2020,113101
NCI,2020,113209
NCI,2020,113825
NCI,2020,113177
NCI,2020,113404
NCI,2020,113678
NCI,2020,113552
NCI,2020,113741
NCI,2020,113750
NCI,2020,113679
NCI,2020,113656
NCI,2020,113094
NCI,2020,113115
NCI,2020,113332
NCI,2020,113119
NCI,2020,113686
NCI,2020,113874
NCI,2020,113614
NCI,2020,113273
NCI,2020,113670
NCI,2020,113727
NCI,2020,113730
NCI,2020,113257
NCI,2020,113875
NCI,2020,113802
NCI,2020,113515
NCI,2020,113736
NCI,2020,113549
NCI,2020,113826
NCI,2020,113653
NCI,2020,113164
NCI,2020,113365
NCI,2020,113616
NCI,2020,113563
NCI,2020,113597
NCI,2020,113524
NCI,2021,119058
NCI,2021,119008
NCI,2021,123408
NCI,2021,119082
NCI,2021,119344
NCI,2021,123438
NCI,2021,118801
NCI,2021,122565
NCI,2021,123436
NCI,2021,118963
NCI,2021,123406
NCI,2021,119573
NCI,2021,118841
NCI,2021,119295
NCI,2021,119577
NCI,2021,119239
NCI,2021,119214
NCI,2021,119177
NCI,2021,119447
NCI,2021,119553
NCI,2021,119157
NCI,2021,119559
NCI,2021,119308
NCI,2021,119199
NCI,2021,119307
NCI,2021,118914
NCI,2021,119338
NCI,2021,119566
NCI,2021,118760
NCI,2021,119292
NCI,2021,119443
NCI,2021,118997
NCI,2021,118887
NCI,2021,119055
NCI,2021,118775
NCI,2021,119440
NCI,2021,119281
NCI,2021,123437
NCI,2021,119345
NCI,2021,123432
NCI,2021,119419
NCI,2021,119331
NCI,2021,118793
NCI,2021,119342
NCI,2021,119444
NCI,2021,119496
NCI,2021,118977
NCI,2021,119329
NCI,2021,119337
NCI,2021,118772
NCI,2021,119463
NCI,2021,119224
NCI,2021,123431
NCI,2021,118894
NCI,2021,119182
NCI,2021,119166
NCI,2021,118757
NCI,2021,119513
NCI,2021,119280
NCI,2021,119122
NCI,2021,118876
NCI,2021,118783
NCI,2021,118962
NCI,2021,123405
NCI,2021,119581
NCI,2021,119275
NCI,2021,119202
NCI,2021,119355
NCI,2021,119186
NCI,2021,119293
NCI,2021,119494
NCI,2021,119289
NCI,2021,119360
NCI,2021,119165
NCI,2021,119172
NCI,2021,119484
NCI,2021,119391
NCI,2021,119302
NCI,2021,118992
NCI,2021,118890
NCI,2021,119200
NCI,2021,118821
NCI,2021,118940
NCI,2021,118776
NCI,2021,118844
NCI,2021,118777
NCI,2021,119209
NCI,2021,118794
NCI,2021,119226
NCI,2021,119263
NCI,2021,119261
NCI,2021,118745
NCI,2021,119234
NCI,2021,119350
NCI,2021,119491
NCI,2021,119458
NCI,2021,119211
NCI,2021,119430
NCI,2021,119070
NCI,2021,119076
NCI,2021,118838
NCI,2021,118831
NCI,2021,119549
NCI,2021,118964
NCI,2021,119132
NCI,2021,118965
NCI,2021,119448
NCI,2021,119341
NCI,2021,119512
NCI,2021,118939
NCI,2021,118866
NCI,2021,119386
NCI,2021,119493
NCI,2021,119464
NCI,2021,118764
NCI,2021,119040
NCI,2021,119542
NCI,2021,119442
NCI,2021,118961
NCI,2021,119450
NCI,2021,119340
NCI,2021,119533
NCI,2021,119591
NCI,2021,119096
NCI,2021,119328
NCI,2021,119531
NCI,2021,119456
NCI,2021,118814
NCI,2021,123410
NCI,2021,118986
NCI,2021,119074
NCI,2021,118843
NCI,2021,119297
NCI,2021,119046
NCI,2021,119195
NCI,2021,119467
NCI,2021,119062
NCI,2021,118781
NCI,2021,119361
NCI,2021,118898
NCI,2021,119185
NCI,2021,123434
NCI,2021,119538
NCI,2021,118856
NCI,2021,119543
NCI,2021,119469
NCI,2021,119402
NCI,2021,119313
NCI,2021,119475
NCI,2021,119479
NCI,2021,119168
NCI,2021,119194
NCI,2021,119325
NCI,2021,118765
NCI,2021,119176
NCI,2021,119354
NCI,2021,119556
NCI,2021,119407
NCI,2021,119248
NCI,2021,118795
NCI,2021,119178
NCI,2021,123407
NCI,2021,119461
NCI,2021,118816
NCI,2021,119113
NCI,2021,118970
NCI,2021,119054
NCI,2021,119424
NCI,2021,119227
NCI,2021,119560
NCI,2021,119356
NCI,2021,119260
NCI,2021,118789
NCI,2021,118798
NCI,2021,119250
NCI,2021,118978
NCI,2021,119548
NCI,2021,119022
NCI,2021,123427
NCI,2021,119077
NCI,2021,118957
NCI,2021,123409
NCI,2021,123411
NCI,2021,119219
NCI,2021,119420
NCI,2021,118862
NCI,2021,119415
NCI,2021,119123
NCI,2021,118928
NCI,2021,119083
NCI,2021,119488
NCI,2021,119129
NCI,2021,118906
NCI,2021,119285
NCI,2021,119371
NCI,2021,119495
NCI,2021,118751
NCI,2021,123433
NCI,2021,119223
NCI,2021,118879
NCI,2021,119090
NCI,2021,118804
NCI,2021,119398
NCI,2021,118779
NCI,2021,121762
NCI,2021,119044
NCI,2021,119296
NCI,2021,119404
NCI,2021,119000
NCI,2021,119547
NCI,2021,118929
NCI,2021,118884
NCI,2021,119119
NCI,2021,119572
NCI,2021,119053
NCI,2021,119152
NCI,2021,119208
NCI,2021,119376
NCI,2021,119489
NCI,2021,119416
NCI,2021,119365
NCI,2021,118990
NCI,2021,119470
NCI,2021,119105
NCI,2021,119127
NCI,2021,119268
NCI,2021,119225
NCI,2021,118849
NCI,2021,119441
NCI,2021,118875
NCI,2021,119438
NCI,2021,119125
NCI,2021,123419
NCI,2021,119144
NCI,2021,119173
NCI,2021,119433
NCI,2021,119498
NCI,2021,119035
NCI,2021,118819
NCI,2021,119068
NCI,2021,119143
NCI,2021,119220
NCI,2021,119271
NCI,2021,119273
NCI,2021,119399
NCI,2021,118918
NCI,2021,118892
NCI,2021,118851
NCI,2021,123429
NCI,2021,119081
NCI,2021,123413
NCI,2021,118974
NCI,2021,119532
NCI,2021,119535
NCI,2021,119389
NCI,2021,119578
NCI,2021,119241
NCI,2021,123422
NCI,2021,119294
NCI,2021,119276
NCI,2021,119092
NCI,2021,118863
NCI,2021,118960
NCI,2021,119279
NCI,2021,119483
NCI,2021,118867
NCI,2021,118806
NCI,2021,119477
NCI,2021,118761
NCI,2021,119047
NCI,2021,119218
NCI,2021,119229
NCI,2021,119422
NCI,2021,119432
NCI,2021,119446
NCI,2021,119033
NCI,2021,119501
NCI,2021,119537
NCI,2021,119089
NCI,2021,119381
NCI,2021,119394
NCI,2021,118953
NCI,2021,119001
NCI,2021,119060
NCI,2021,119007
NCI,2021,119262
NCI,2021,119049
NCI,2021,119128
NCI,2021,119043
NCI,2021,123421
NCI,2021,119179
NCI,2021,119206
NCI,2021,118921
NCI,2021,118973
NCI,2021,123418
NCI,2021,119255
NCI,2021,119045
NCI,2021,119367
NCI,2021,119541
NCI,2021,119197
NCI,2021,119363
NCI,2021,118853
NCI,2021,119027
NCI,2021,119251
NCI,2021,119335
NCI,2021,119459
NCI,2021,119078
NCI,2021,119232
NCI,2021,119473
NCI,2021,118771
NCI,2021,118954
NCI,2021,119073
NCI,2021,118846
NCI,2021,119511
NCI,2021,119117
NCI,2021,118836
NCI,2021,119140
NCI,2021,118790
NCI,2021,119024
NCI,2021,119118
NCI,2021,119366
NCI,2021,118852
NCI,2021,119380
NCI,2021,119180
NCI,2021,119594
NCI,2021,119377
NCI,2021,119034
NCI,2021,119562
NCI,2021,119233
NCI,2021,119568
NCI,2021,118959
NCI,2021,119228
NCI,2021,118840
NCI,2021,118951
NCI,2021,119527
NCI,2021,119519
NCI,2021,118912
NCI,2021,119392
NCI,2021,119516
NCI,2021,119575
NCI,2021,119379
NCI,2021,119557
NCI,2021,119137
NCI,2021,119067
NCI,2021,119492
NCI,2021,119476
NCI,2021,123424
NCI,2021,119405
NCI,2021,119478
NCI,2021,119003
NCI,2021,119523
NCI,2021,119522
NCI,2021,118902
NCI,2021,119230
NCI,2021,119490
NCI,2021,118976
NCI,2021,118785
NCI,2021,119131
NCI,2021,118808
NCI,2021,118885
NCI,2021,119039
NCI,2021,118911
NCI,2021,118937
NCI,2021,119066
NCI,2021,119305
NCI,2021,119025
NCI,2021,119064
NCI,2021,118933
NCI,2021,118797
NCI,2021,119216
NCI,2021,123415
NCI,2021,119358
NCI,2021,118810
NCI,2021,119088
NCI,2021,119314
NCI,2021,118864
NCI,2021,118749
NCI,2021,118908
NCI,2021,119401
NCI,2021,118988
NCI,2021,118955
NCI,2021,119103
NCI,2021,119310
NCI,2021,119249
NCI,2021,118807
NCI,2021,119167
NCI,2021,119063
NCI,2021,119486
NCI,2021,118943
NCI,2021,119258
NCI,2021,119515
NCI,2021,118830
NCI,2021,118980
NCI,2021,119346
NCI,2021,119094
NCI,2021,119298
NCI,2021,119259
NCI,2021,119334
NCI,2021,119290
NCI,2021,119551
NCI,2021,118877
NCI,2021,119269
NCI,2021,119414
NCI,2021,119517
NCI,2021,119466
NCI,2021,119242
NCI,2021,118874
NCI,2021,119188
NCI,2021,119256
NCI,2021,123416
NCI,2021,119574
NCI,2021,119555
NCI,2021,119439
NCI,2021,119582
NCI,2021,119079
NCI,2021,118742
NCI,2021,119085
NCI,2021,118975
NCI,2021,119453
NCI,2021,119421
NCI,2021,119203
NCI,2021,118999
NCI,2021,119286
NCI,2021,118938
NCI,2021,118748
NCI,2021,119141
NCI,2021,119413
NCI,2021,119457
NCI,2021,119267
NCI,2021,119587
NCI,2021,118769
NCI,2021,119002
NCI,2021,119349
NCI,2021,118762
NCI,2021,118994
NCI,2021,118991
NCI,2021,119452
NCI,2021,119222
NCI,2021,119571
NCI,2021,119588
NCI,2021,119454
NCI,2021,118834
NCI,2021,119388
NCI,2021,119236
NCI,2021,119184
NCI,2021,119395
NCI,2021,119030
NCI,2021,119111
NCI,2021,118858
NCI,2021,119306
NCI,2021,118987
NCI,2021,119075
NCI,2021,119518
NCI,2021,119114
NCI,2021,118966
NCI,2021,119142
NCI,2021,119540
NCI,2021,119213
NCI,2021,119101
NCI,2021,119104
NCI,2021,119462
NCI,2021,119017
NCI,2021,119524
NCI,2021,118774
NCI,2021,119134
NCI,2021,118827
NCI,2021,119150
NCI,2021,119201
NCI,2021,119352
NCI,2021,119061
NCI,2021,118805
NCI,2021,118857
NCI,2021,118768
NCI,2021,118924
NCI,2021,118893
NCI,2021,119332
NCI,2021,119487
NCI,2021,118803
NCI,2021,118859
NCI,2021,118870
NCI,2021,119410
NCI,2021,118835
NCI,2021,119357
NCI,2021,118989
NCI,2021,119311
NCI,2021,119502
NCI,2021,123425
NCI,2021,119382
NCI,2021,119080
NCI,2021,119564
NCI,2021,119563
NCI,2021,118773
NCI,2021,119552
NCI,2021,119580
NCI,2021,118998
NCI,2021,119108
NCI,2021,119231
NCI,2021,119160
NCI,2021,119147
NCI,2021,118839
NCI,2021,119468
NCI,2021,118881
NCI,2021,119091
NCI,2021,119095
NCI,2021,119347
NCI,2021,118747
NCI,2021,118832
NCI,2021,119323
NCI,2021,123417
NCI,2021,123423
NCI,2021,119304
NCI,2021,119525
NCI,2021,118895
NCI,2021,119005
NCI,2021,118868
NCI,2021,119309
NCI,2021,119387
NCI,2021,119187
NCI,2021,119590
NCI,2021,119521
NCI,2021,118788
NCI,2021,118854
NCI,2021,118904
NCI,2021,118871
NCI,2021,119550
NCI,2021,119406
NCI,2021,119589
NCI,2021,119373
NCI,2021,118985
NCI,2021,119408
NCI,2021,119072
NCI,2021,118897
NCI,2021,119036
NCI,2021,119020
NCI,2021,118752
NCI,2021,118763
NCI,2021,119056
NCI,2021,119164
NCI,2021,119257
NCI,2021,119359
NCI,2021,118823
NCI,2021,119217
NCI,2021,119288
NCI,2021,119576
NCI,2021,119071
NCI,2021,123420
NCI,2021,119534
NCI,2021,119244
NCI,2021,118936
NCI,2021,119417
NCI,2021,119434
NCI,2021,119240
NCI,2021,119353
NCI,2021,118780
NCI,2021,119189
NCI,2021,119315
NCI,2021,119155
NCI,2021,119396
NCI,2021,118927
NCI,2021,118767
NCI,2021,119400
NCI,2021,119324
NCI,2021,119115
NCI,2021,118946
NCI,2021,119375
NCI,2021,119339
NCI,2021,118903
NCI,2021,119277
NCI,2021,118817
NCI,2021,119583
NCI,2021,119545
NCI,2021,123428
NCI,2021,119460
NCI,2021,119133
NCI,2021,118947
NCI,2021,119014
NCI,2021,119196
NCI,2021,119050
NCI,2021,119004
NCI,2021,119151
NCI,2021,118899
NCI,2021,119110
NCI,2021,119086
NCI,2021,119247
NCI,2021,118910
NCI,2021,118744
NCI,2021,118802
NCI,2021,119204
NCI,2021,119321
NCI,2021,118822
NCI,2021,118971
NCI,2021,119561
NCI,2021,119009
NCI,2021,118888
NCI,2021,119385
NCI,2021,119465
NCI,2021,119362
NCI,2021,119112
NCI,2021,119425
NCI,2021,119474
NCI,2021,119252
NCI,2021,118926
NCI,2021,119162
NCI,2021,118872
NCI,2021,119170
NCI,2021,119013
NCI,2021,118855
NCI,2021,119149
NCI,2021,119471
NCI,2021,118891
NCI,2021,119124
NCI,2021,118896
NCI,2021,119272
NCI,2021,119567
NCI,2021,119037
NCI,2021,119301
NCI,2021,119116
NCI,2021,118740
NCI,2021,118737
NCI,2021,119499
NCI,2021,119316
NCI,2021,119510
NCI,2021,118791
NCI,2021,119087
NCI,2021,119333
NCI,2021,119205
NCI,2021,119238
NCI,2021,119320
NCI,2021,118995
NCI,2021,119215
NCI,2021,118799
NCI,2021,119303
NCI,2021,118809
NCI,2021,118981
NCI,2021,119138
NCI,2021,119322
NCI,2021,119429
NCI,2021,119485
NCI,2021,118842
NCI,2021,119282
NCI,2021,118913
NCI,2021,118869
NCI,2021,118917
NCI,2021,119015
NCI,2021,119245
NCI,2021,118756
NCI,2021,119107
NCI,2021,118811
NCI,2021,119397
NCI,2021,119052
NCI,2021,118829
NCI,2021,119235
NCI,2021,118861
NCI,2021,119372
NCI,2021,118969
NCI,2021,119431
NCI,2021,119508
NCI,2021,119171
NCI,2021,118787
NCI,2021,119121
NCI,2021,118778
NCI,2021,119159
NCI,2021,119351
NCI,2021,118758
NCI,2021,119016
NCI,2021,118800
NCI,2021,119284
NCI,2021,119451
NCI,2021,118818
NCI,2021,119503
NCI,2021,118766
NCI,2021,119384
NCI,2021,119427
NCI,2021,118738
NCI,2021,119586
NCI,2021,118825
NCI,2021,118942
NCI,2021,119364
NCI,2021,118739
NCI,2021,119038
NCI,2021,118837
NCI,2021,119270
NCI,2021,119529
NCI,2021,119569
NCI,2021,119592
NCI,2021,119156
NCI,2021,119593
NCI,2021,119032
NCI,2021,119146
NCI,2021,119130
NCI,2021,118886
NCI,2021,119120
NCI,2021,119192
NCI,2021,119585
NCI,2021,119210
NCI,2021,118982
NCI,2021,118770
NCI,2021,119500
NCI,2021,118915
NCI,2021,118750
NCI,2021,118941
NCI,2021,119435
NCI,2021,119059
NCI,2021,118847
NCI,2021,118878
NCI,2021,119012
NCI,2021,119436
NCI,2021,119504
NCI,2021,119010
NCI,2021,119530
NCI,2021,118958
NCI,2021,119330
NCI,2021,119312
NCI,2021,118925
NCI,2021,119253
NCI,2021,119426
NCI,2021,119336
NCI,2021,118883
NCI,2021,118909
NCI,2021,119445
NCI,2021,118741
NCI,2021,119099
NCI,2021,119193
NCI,2021,119374
NCI,2021,119579
NCI,2021,118786
NCI,2021,119026
NCI,2021,119031
NCI,2021,119161
NCI,2021,118746
NCI,2021,119403
NCI,2021,119544
NCI,2021,119278
NCI,2021,119158
NCI,2021,119237
NCI,2021,119428
NCI,2021,119418
NCI,2021,119018
NCI,2021,118920
NCI,2021,119191
NCI,2021,119482
NCI,2021,119319
NCI,2021,118833
NCI,2021,119019
NCI,2021,119183
NCI,2021,118759
NCI,2021,119317
NCI,2021,123435
NCI,2021,118736
NCI,2021,118845
NCI,2021,119023
NCI,2021,118782
NCI,2021,119106
NCI,2021,119028
NCI,2021,118850
NCI,2021,119175
NCI,2021,119481
NCI,2021,119378
NCI,2021,119369
NCI,2021,119437
NCI,2021,119011
NCI,2021,119136
NCI,2021,119065
NCI,2021,119274
NCI,2021,118944
NCI,2021,118813
NCI,2021,118993
NCI,2021,119520
NCI,2021,118901
NCI,2021,123430
NCI,2021,119343
NCI,2021,119243
NCI,2021,119423
NCI,2021,119221
NCI,2021,118905
NCI,2021,119497
NCI,2021,119505
NCI,2021,119370
NCI,2021,118922
NCI,2021,118931
NCI,2021,118916
NCI,2021,118930
NCI,2021,119449
NCI,2021,119299
NCI,2021,119326
NCI,2021,119409
NCI,2021,119021
NCI,2021,118796
NCI,2021,118919
NCI,2021,118945
NCI,2021,118967
NCI,2021,119584
NCI,2021,118753
NCI,2021,119100
NCI,2021,118826
NCI,2021,118984
NCI,2021,119506
NCI,2021,118848
NCI,2021,118889
NCI,2021,119287
NCI,2021,119546
NCI,2021,118824
NCI,2021,119254
NCI,2021,118983
NCI,2021,118956
NCI,2021,119554
NCI,2021,119265
NCI,2021,119029
NCI,2021,119126
NCI,2021,119181
NCI,2021,119139
NCI,2021,119412
NCI,2021,119169
NCI,2021,119368
NCI,2021,119480
NCI,2021,123412
NCI,2021,119526
NCI,2021,119135
NCI,2021,119528
NCI,2021,119042
NCI,2021,119507
NCI,2021,119051
NCI,2021,118979
NCI,2021,119190
