IC,YEAR,IPID
NIA,2020,114326
NIA,2020,117647
NIA,2020,114404
NIA,2020,114258
NIA,2020,117186
NIA,2020,114313
NIA,2020,117683
NIA,2020,114276
NIA,2020,117652
NIA,2020,117243
NIA,2020,114393
NIA,2020,114251
NIA,2020,114324
NIA,2020,114280
NIA,2020,114289
NIA,2020,114320
NIA,2020,114361
NIA,2020,114242
NIA,2020,114399
NIA,2020,116543
NIA,2020,114247
NIA,2020,114303
NIA,2020,117383
NIA,2020,114299
NIA,2020,116103
NIA,2020,114383
NIA,2020,114371
NIA,2020,114352
NIA,2020,112640
NIA,2020,114415
NIA,2020,114319
NIA,2020,117743
NIA,2020,114309
NIA,2020,114296
NIA,2020,114390
NIA,2020,114275
NIA,2020,114354
NIA,2020,114254
NIA,2020,117603
NIA,2020,114302
NIA,2020,114416
NIA,2020,114339
NIA,2020,114308
NIA,2020,114356
NIA,2020,114336
NIA,2020,114257
NIA,2020,114295
NIA,2020,114304
NIA,2020,114286
NIA,2020,114283
NIA,2020,114231
NIA,2020,114317
NIA,2020,112701
NIA,2020,114288
NIA,2020,114353
NIA,2020,114345
NIA,2020,114338
NIA,2020,114347
NIA,2020,114403
NIA,2020,114269
NIA,2020,114397
NIA,2020,114357
NIA,2020,114240
NIA,2020,114402
NIA,2020,117029
NIA,2020,114384
NIA,2020,114351
NIA,2020,114381
NIA,2020,114318
NIA,2020,114340
NIA,2020,114349
NIA,2020,114366
NIA,2020,114365
NIA,2020,114382
NIA,2020,114419
NIA,2020,117656
NIA,2020,114256
NIA,2020,114274
NIA,2020,114387
NIA,2020,114368
NIA,2020,114377
NIA,2020,117605
NIA,2020,114305
NIA,2020,114364
NIA,2020,114224
NIA,2020,114266
NIA,2020,114241
NIA,2020,114250
NIA,2020,117364
NIA,2020,114264
NIA,2020,114332
NIA,2020,117645
NIA,2020,114228
NIA,2020,114245
NIA,2020,114389
NIA,2020,114262
NIA,2020,114334
NIA,2020,114406
NIA,2020,114418
NIA,2020,114322
NIA,2020,114236
NIA,2020,114246
NIA,2020,114331
NIA,2020,114235
NIA,2020,114363
NIA,2020,117650
NIA,2020,114362
NIA,2020,114367
NIA,2020,114301
NIA,2020,117028
NIA,2020,118287
NIA,2020,114376
NIA,2020,114272
NIA,2020,117607
NIA,2020,114281
NIA,2020,114277
NIA,2020,117646
NIA,2020,114394
NIA,2020,114398
NIA,2020,117765
NIA,2020,114342
NIA,2020,114243
NIA,2020,114271
NIA,2020,117604
NIA,2020,114233
NIA,2020,114358
NIA,2020,114411
NIA,2020,117653
NIA,2020,114315
NIA,2020,114249
NIA,2020,114344
NIA,2020,114316
NIA,2020,114329
NIA,2020,114306
NIA,2020,114360
NIA,2020,114314
NIA,2020,114287
NIA,2020,114265
NIA,2020,114417
NIA,2020,114255
NIA,2020,114238
NIA,2020,114333
NIA,2020,114226
NIA,2020,114225
NIA,2020,117655
NIA,2020,114341
NIA,2020,114268
NIA,2020,114412
NIA,2020,114267
NIA,2020,117648
NIA,2020,114375
NIA,2020,114373
NIA,2020,114298
NIA,2020,114348
NIA,2020,114273
NIA,2020,114294
NIA,2020,114259
NIA,2020,114337
NIA,2020,114310
NIA,2020,117649
NIA,2020,114232
NIA,2020,114410
NIA,2020,114291
NIA,2020,114372
NIA,2020,117123
NIA,2020,114388
NIA,2020,114374
NIA,2020,114263
NIA,2020,114261
NIA,2020,114321
NIA,2020,114330
NIA,2020,114244
NIA,2020,114386
NIA,2020,114279
NIA,2020,114413
NIA,2020,114285
NIA,2020,114420
NIA,2020,114392
NIA,2020,114248
NIA,2020,114343
NIA,2020,117654
NIA,2020,114237
NIA,2020,114379
NIA,2020,114234
NIA,2020,94883
NIA,2020,114335
NIA,2020,114284
NIA,2020,114252
NIA,2021,120035
NIA,2021,119999
NIA,2021,120070
NIA,2021,120003
NIA,2021,119943
NIA,2021,119946
NIA,2021,119950
NIA,2021,122885
NIA,2021,120061
NIA,2021,119989
NIA,2021,120099
NIA,2021,120042
NIA,2021,119970
NIA,2021,120098
NIA,2021,120094
NIA,2021,120142
NIA,2021,119972
NIA,2021,119976
NIA,2021,120149
NIA,2021,120077
NIA,2021,119959
NIA,2021,122985
NIA,2021,119973
NIA,2021,120023
NIA,2021,120073
NIA,2021,120087
NIA,2021,69391
NIA,2021,120025
NIA,2021,119985
NIA,2021,120059
NIA,2021,120028
NIA,2021,120005
NIA,2021,120074
NIA,2021,120088
NIA,2021,120009
NIA,2021,120069
NIA,2021,120033
NIA,2021,120085
NIA,2021,120076
NIA,2021,120133
NIA,2021,120050
NIA,2021,120065
NIA,2021,120067
NIA,2021,119938
NIA,2021,120124
NIA,2021,120111
NIA,2021,120039
NIA,2021,120105
NIA,2021,120055
NIA,2021,122585
NIA,2021,119955
NIA,2021,119981
NIA,2021,120072
NIA,2021,120110
NIA,2021,122566
NIA,2021,120019
NIA,2021,120022
NIA,2021,120123
NIA,2021,119995
NIA,2021,119956
NIA,2021,120027
NIA,2021,119958
NIA,2021,119941
NIA,2021,120063
NIA,2021,119993
NIA,2021,120029
NIA,2021,119983
NIA,2021,119942
NIA,2021,120114
NIA,2021,120014
NIA,2021,122485
NIA,2021,120012
NIA,2021,120089
NIA,2021,119963
NIA,2021,120090
NIA,2021,120010
NIA,2021,119971
NIA,2021,120007
NIA,2021,120017
NIA,2021,120080
NIA,2021,120121
NIA,2021,119962
NIA,2021,119992
NIA,2021,120011
NIA,2021,119961
NIA,2021,119953
NIA,2021,119979
NIA,2021,120036
NIA,2021,120056
NIA,2021,120109
NIA,2021,120150
NIA,2021,122345
NIA,2021,120032
NIA,2021,120001
NIA,2021,119964
NIA,2021,120091
NIA,2021,120057
NIA,2021,120108
NIA,2021,122447
NIA,2021,120078
NIA,2021,120040
NIA,2021,120058
NIA,2021,120038
NIA,2021,120129
NIA,2021,120092
NIA,2021,120051
NIA,2021,119949
NIA,2021,119980
NIA,2021,119945
NIA,2021,120115
NIA,2021,120126
NIA,2021,120134
NIA,2021,122347
NIA,2021,120020
NIA,2021,120112
NIA,2021,119939
NIA,2021,119984
NIA,2021,122486
NIA,2021,120026
NIA,2021,120015
NIA,2021,119952
NIA,2021,119997
NIA,2021,120060
NIA,2021,120013
NIA,2021,120045
NIA,2021,120043
NIA,2021,119988
NIA,2021,120044
NIA,2021,119998
NIA,2021,120021
NIA,2021,120151
NIA,2021,120107
NIA,2021,120125
NIA,2021,120101
NIA,2021,120066
NIA,2021,122346
NIA,2021,120000
NIA,2021,120148
NIA,2021,119978
NIA,2021,119948
NIA,2021,119991
NIA,2021,120053
NIA,2021,120095
NIA,2021,119987
NIA,2021,120127
NIA,2021,122246
NIA,2021,119982
NIA,2021,119951
NIA,2021,120082
NIA,2021,120068
NIA,2021,120116
NIA,2021,122445
NIA,2021,120081
NIA,2021,120104
NIA,2021,120102
NIA,2021,120084
NIA,2021,122248
NIA,2021,120018
NIA,2021,120047
NIA,2021,119944
NIA,2021,119974
NIA,2021,122765
NIA,2021,122245
NIA,2021,120062
NIA,2021,120131
NIA,2021,120093
NIA,2021,119966
NIA,2021,120008
NIA,2021,120049
NIA,2021,119969
NIA,2021,120034
NIA,2021,120128
NIA,2021,120052
NIA,2021,120122
NIA,2021,119940
NIA,2021,120046
NIA,2021,120037
NIA,2021,119990
NIA,2021,120100
NIA,2021,119996
NIA,2021,119977
NIA,2021,120016
NIA,2021,119965
NIA,2021,119986
NIA,2021,120106
NIA,2021,120004
NIA,2021,120086
NIA,2021,119967
NIA,2021,119954
NIA,2021,119957
NIA,2021,119968
NIA,2021,120136
NIA,2021,120031
NIA,2021,120132
NIA,2021,104786
NIA,2021,120135
NIA,2021,119960
NIA,2021,120002
NIA,2021,120083
NIA,2021,120048
NIA,2021,120041
NIA,2021,120024
NIA,2021,120145
NIA,2021,120030
NIA,2021,120071
NIA,2021,120064
NIA,2021,119994
NIA,2021,120113
NIA,2021,120006
NIA,2021,120054
NIA,2021,122886
NIA,2022,125978
NIA,2022,125983
NIA,2022,125948
NIA,2022,125959
NIA,2022,125907
NIA,2022,125954
NIA,2022,127887
NIA,2022,125903
NIA,2022,126000
NIA,2022,125923
NIA,2022,127908
NIA,2022,125984
NIA,2022,126058
NIA,2022,125899
NIA,2022,128594
NIA,2022,125860
NIA,2022,128310
NIA,2022,125883
NIA,2022,125924
NIA,2022,125887
NIA,2022,125853
NIA,2022,125970
NIA,2022,126002
NIA,2022,126054
NIA,2022,126004
NIA,2022,125989
NIA,2022,125963
NIA,2022,126056
NIA,2022,126011
NIA,2022,126016
NIA,2022,125918
NIA,2022,125911
NIA,2022,125953
NIA,2022,125858
NIA,2022,125885
NIA,2022,125905
NIA,2022,125934
NIA,2022,126045
NIA,2022,126043
NIA,2022,125889
NIA,2022,125914
NIA,2022,125866
NIA,2022,126048
NIA,2022,125888
NIA,2022,126010
NIA,2022,125908
NIA,2022,125886
NIA,2022,125943
NIA,2022,125941
NIA,2022,126009
NIA,2022,125873
NIA,2022,125862
NIA,2022,128328
NIA,2022,125871
NIA,2022,125975
NIA,2022,125932
NIA,2022,125974
NIA,2022,126030
NIA,2022,125962
NIA,2022,126018
NIA,2022,126020
NIA,2022,126042
NIA,2022,125965
NIA,2022,125971
NIA,2022,125876
NIA,2022,125879
NIA,2022,128508
NIA,2022,125957
NIA,2022,125950
NIA,2022,125947
NIA,2022,125966
NIA,2022,125977
NIA,2022,126052
NIA,2022,125973
NIA,2022,125999
NIA,2022,125863
NIA,2022,126036
NIA,2022,126039
NIA,2022,125897
NIA,2022,125933
NIA,2022,125870
NIA,2022,125857
NIA,2022,125851
NIA,2022,126057
NIA,2022,125922
NIA,2022,125940
NIA,2022,128309
NIA,2022,125891
NIA,2022,126055
NIA,2022,125877
NIA,2022,126032
NIA,2022,126044
NIA,2022,126005
NIA,2022,125906
NIA,2022,126001
NIA,2022,125955
NIA,2022,128308
NIA,2022,126007
NIA,2022,126006
NIA,2022,126046
NIA,2022,125896
NIA,2022,126053
NIA,2022,125867
NIA,2022,126029
NIA,2022,125861
NIA,2022,127889
NIA,2022,125864
NIA,2022,125882
NIA,2022,126035
NIA,2022,126022
NIA,2022,125856
NIA,2022,125945
NIA,2022,126040
NIA,2022,125958
NIA,2022,125927
NIA,2022,125890
NIA,2022,126028
NIA,2022,125892
NIA,2022,125949
NIA,2022,126033
NIA,2022,125951
NIA,2022,126041
NIA,2022,126015
NIA,2022,128307
NIA,2022,126017
NIA,2022,125868
NIA,2022,125969
NIA,2022,127891
NIA,2022,125961
NIA,2022,127525
NIA,2022,125928
NIA,2022,125942
NIA,2022,128327
NIA,2022,125865
NIA,2022,126014
NIA,2022,126025
NIA,2022,125917
NIA,2022,127890
NIA,2022,127986
NIA,2022,125960
NIA,2022,126027
NIA,2022,126034
NIA,2022,125884
NIA,2022,125895
NIA,2022,125852
NIA,2022,125968
NIA,2022,125872
NIA,2022,125874
NIA,2022,127907
NIA,2022,125976
NIA,2022,125855
NIA,2022,128387
NIA,2022,125964
NIA,2022,126013
NIA,2022,126021
NIA,2022,125990
NIA,2022,125937
NIA,2022,125919
NIA,2022,126019
NIA,2022,125926
NIA,2022,126024
NIA,2022,125980
NIA,2022,126026
NIA,2022,125944
NIA,2022,126012
NIA,2022,125854
NIA,2022,128507
NIA,2022,125894
NIA,2022,125921
NIA,2022,125952
NIA,2022,125986
NIA,2022,125988
NIA,2022,125994
NIA,2022,125979
NIA,2022,125987
NIA,2022,125925
NIA,2022,126023
NIA,2022,125931
NIA,2022,125910
NIA,2022,125893
NIA,2022,125982
NIA,2022,125878
NIA,2022,125904
NIA,2022,125998
NIA,2022,125991
NIA,2022,125939
NIA,2022,125859
NIA,2022,125996
NIA,2022,125930
NIA,2022,125900
NIA,2022,125915
NIA,2022,126031
NIA,2022,126047
NIA,2022,125946
NIA,2022,125849
NIA,2022,127888
NIA,2022,125972
NIA,2022,125956
NIA,2022,126003
NIA,2022,125875
NIA,2022,125967
NIA,2022,125992
NIA,2022,125929
NIA,2022,127892
NIA,2022,125935
NIA,2022,125898
NIA,2022,125981
NIA,2022,125880
NIA,2022,127886
NIA,2022,125997
NIA,2022,126049
NIA,2022,125985
NIA,2022,125938
NIA,2022,125936
NIA,2022,125913
NIA,2022,125909
NIA,2022,125881
NIAAA,2019,109599
NIAAA,2019,109587
NIAAA,2019,109579
NIAAA,2019,109574
NIAAA,2019,109581
NIAAA,2019,109600
NIAAA,2019,109589
NIAAA,2019,109575
NIAAA,2019,109578
NIAAA,2019,109582
NIAAA,2019,112440
NIAAA,2019,109596
NIAAA,2019,109592
NIAAA,2019,109584
NIAAA,2019,109577
NIAAA,2019,109580
NIAAA,2019,109573
NIAAA,2019,109601
NIAAA,2019,109591
NIAAA,2019,109597
NIAAA,2019,109588
NIAAA,2019,109594
NIAAA,2019,109576
NIAAA,2019,109586
NIAAA,2019,109590
NIAAA,2019,109585
NIAAA,2019,109593
NIAAA,2019,109598
NIAAA,2019,109572
NIAAA,2019,109595
NIAAA,2019,109583
NIAAA,2020,114443
NIAAA,2020,114424
NIAAA,2020,114430
NIAAA,2020,114422
NIAAA,2020,114431
NIAAA,2020,114448
NIAAA,2020,114449
NIAAA,2020,114444
NIAAA,2020,114436
NIAAA,2020,114450
NIAAA,2020,114439
NIAAA,2020,114442
NIAAA,2020,114425
NIAAA,2020,114437
NIAAA,2020,114438
NIAAA,2020,114441
NIAAA,2020,114426
NIAAA,2020,114427
NIAAA,2020,114445
NIAAA,2020,114432
NIAAA,2020,114423
NIAAA,2020,116465
NIAAA,2020,114434
NIAAA,2020,114428
NIAAA,2020,114447
NIAAA,2020,116203
NIAAA,2020,114451
NIAAA,2020,114421
NIAAA,2020,114435
NIAAA,2020,114440
NIAAA,2020,114446
NIAAA,2020,114433
NIAAA,2020,114429
NIAAA,2021,120163
NIAAA,2021,120166
NIAAA,2021,120170
NIAAA,2021,120161
NIAAA,2021,120154
NIAAA,2021,122547
NIAAA,2021,121602
NIAAA,2021,122546
NIAAA,2021,120173
NIAAA,2021,120164
NIAAA,2021,120177
NIAAA,2021,120182
NIAAA,2021,121603
NIAAA,2021,120183
NIAAA,2021,120181
NIAAA,2021,120171
NIAAA,2021,120167
NIAAA,2021,120179
NIAAA,2021,120159
NIAAA,2021,120172
NIAAA,2021,120169
NIAAA,2021,120168
NIAAA,2021,120180
NIAAA,2021,120178
NIAAA,2021,120158
NIAAA,2021,120165
NIAAA,2021,120175
NIAAA,2021,120157
NIAAA,2021,120184
NIAAA,2021,118363
NIAAA,2021,120156
NIAAA,2022,126068
NIAAA,2022,128147
NIAAA,2022,127806
NIAAA,2022,126077
NIAAA,2022,126086
NIAAA,2022,126076
NIAAA,2022,126064
NIAAA,2022,126078
NIAAA,2022,126085
NIAAA,2022,126075
NIAAA,2022,126079
NIAAA,2022,126061
NIAAA,2022,126083
NIAAA,2022,126069
NIAAA,2022,126088
NIAAA,2022,126087
NIAAA,2022,126080
NIAAA,2022,126065
NIAAA,2022,126072
NIAAA,2022,126071
NIAAA,2022,126089
NIAAA,2022,126074
NIAAA,2022,126081
NIAAA,2022,126073
NIAAA,2022,126084
NIAAA,2022,126059
NIAAA,2022,126066
NIAAA,2022,126060
NIAAA,2022,126067
NIAAA,2022,126062
NIAAA,2022,126070
NIAAA,2022,126082
NIAAA,2022,126063
NIAID,2019,109896
NIAID,2019,109633
NIAID,2019,109773
NIAID,2019,109618
NIAID,2019,109833
NIAID,2019,109673
NIAID,2019,109826
NIAID,2019,109751
NIAID,2019,109917
NIAID,2019,109812
NIAID,2019,109832
NIAID,2019,109678
NIAID,2019,109732
NIAID,2019,109783
NIAID,2019,109856
NIAID,2019,109907
NIAID,2019,109835
NIAID,2019,109886
NIAID,2019,109606
NIAID,2019,109851
NIAID,2019,109644
NIAID,2019,109849
NIAID,2019,109807
NIAID,2019,109802
NIAID,2019,109831
NIAID,2019,109840
NIAID,2019,109655
NIAID,2019,109925
NIAID,2019,109937
NIAID,2019,95329
NIAID,2019,109897
NIAID,2019,109608
NIAID,2019,109736
NIAID,2019,109884
NIAID,2019,109810
NIAID,2019,111441
NIAID,2019,109680
NIAID,2019,109839
NIAID,2019,109668
NIAID,2019,109819
NIAID,2019,109683
NIAID,2019,109639
NIAID,2019,109796
NIAID,2019,109787
NIAID,2019,109900
NIAID,2019,109682
NIAID,2019,109707
NIAID,2019,109689
NIAID,2019,109717
NIAID,2019,109622
NIAID,2019,109755
NIAID,2019,109604
NIAID,2019,109645
NIAID,2019,109729
NIAID,2019,109818
NIAID,2019,109806
NIAID,2019,111742
NIAID,2019,109877
NIAID,2019,109652
NIAID,2019,109688
NIAID,2019,109865
NIAID,2019,109632
NIAID,2019,109902
NIAID,2019,109641
NIAID,2019,109758
NIAID,2019,111961
NIAID,2019,109759
NIAID,2019,109756
NIAID,2019,109836
NIAID,2019,109936
NIAID,2019,109940
NIAID,2019,109841
NIAID,2019,109808
NIAID,2019,111179
NIAID,2019,111139
NIAID,2019,109727
NIAID,2019,109749
NIAID,2019,109757
NIAID,2019,109779
NIAID,2019,109628
NIAID,2019,109855
NIAID,2019,109914
NIAID,2019,111338
NIAID,2019,109741
NIAID,2019,109893
NIAID,2019,109762
NIAID,2019,109686
NIAID,2019,109935
NIAID,2019,109625
NIAID,2019,109691
NIAID,2019,109863
NIAID,2019,109614
NIAID,2019,109687
NIAID,2019,112340
NIAID,2019,109792
NIAID,2019,109710
NIAID,2019,111741
NIAID,2019,109909
NIAID,2019,109869
NIAID,2019,109699
NIAID,2019,109803
NIAID,2019,109742
NIAID,2019,109706
NIAID,2019,109661
NIAID,2019,109665
NIAID,2019,109911
NIAID,2019,109924
NIAID,2019,109638
NIAID,2019,109834
NIAID,2019,109775
NIAID,2019,109908
NIAID,2019,109793
NIAID,2019,109676
NIAID,2019,109777
NIAID,2019,109747
NIAID,2019,109664
NIAID,2019,109847
NIAID,2019,109931
NIAID,2019,109843
NIAID,2019,109666
NIAID,2019,109649
NIAID,2019,109704
NIAID,2019,109823
NIAID,2019,109722
NIAID,2019,109651
NIAID,2019,109789
NIAID,2019,109713
NIAID,2019,109890
NIAID,2019,109617
NIAID,2019,109700
NIAID,2019,109656
NIAID,2019,109634
NIAID,2019,109635
NIAID,2019,109857
NIAID,2019,109620
NIAID,2019,109848
NIAID,2019,109663
NIAID,2019,109670
NIAID,2019,109739
NIAID,2019,109813
NIAID,2019,109701
NIAID,2019,109867
NIAID,2019,109602
NIAID,2019,109941
NIAID,2019,109801
NIAID,2019,109750
NIAID,2019,109788
NIAID,2019,109878
NIAID,2019,111160
NIAID,2019,109752
NIAID,2019,109879
NIAID,2019,109842
NIAID,2019,109942
NIAID,2019,109885
NIAID,2019,109829
NIAID,2019,109705
NIAID,2019,109619
NIAID,2019,109660
NIAID,2019,109844
NIAID,2019,109681
NIAID,2019,109769
NIAID,2019,109642
NIAID,2019,109904
NIAID,2019,109838
NIAID,2019,109662
NIAID,2019,109928
NIAID,2019,109659
NIAID,2019,109899
NIAID,2019,109712
NIAID,2019,109650
NIAID,2019,109895
NIAID,2019,109728
NIAID,2019,111180
NIAID,2019,109837
NIAID,2019,109723
NIAID,2019,112320
NIAID,2019,109824
NIAID,2019,109790
NIAID,2019,109932
NIAID,2019,109605
NIAID,2019,109894
NIAID,2019,109816
NIAID,2019,109637
NIAID,2019,109921
NIAID,2019,109760
NIAID,2019,109615
NIAID,2019,109862
NIAID,2019,109720
NIAID,2019,109854
NIAID,2019,109881
NIAID,2019,109858
NIAID,2019,109721
NIAID,2019,109730
NIAID,2019,109669
NIAID,2019,109702
NIAID,2019,109798
NIAID,2019,111159
NIAID,2019,109674
NIAID,2019,109718
NIAID,2019,109852
NIAID,2019,109671
NIAID,2019,109861
NIAID,2019,109882
NIAID,2019,109695
NIAID,2019,109913
NIAID,2019,109690
NIAID,2019,109610
NIAID,2019,111117
NIAID,2019,109926
NIAID,2019,109929
NIAID,2019,111381
NIAID,2019,109780
NIAID,2019,109679
NIAID,2019,109612
NIAID,2019,109677
NIAID,2019,111339
NIAID,2019,109815
NIAID,2019,109923
NIAID,2019,109782
NIAID,2019,109771
NIAID,2019,109694
NIAID,2019,109830
NIAID,2019,109892
NIAID,2019,111421
NIAID,2019,109916
NIAID,2019,109624
NIAID,2019,109646
NIAID,2019,111740
NIAID,2019,109684
NIAID,2019,109607
NIAID,2019,109859
NIAID,2019,109711
NIAID,2019,109616
NIAID,2019,109719
NIAID,2019,111340
NIAID,2019,109672
NIAID,2019,109786
NIAID,2019,109685
NIAID,2019,109903
NIAID,2019,109853
NIAID,2019,109737
NIAID,2019,109784
NIAID,2019,109850
NIAID,2019,109733
NIAID,2019,109934
NIAID,2019,109828
NIAID,2019,109905
NIAID,2019,109761
NIAID,2019,109657
NIAID,2019,109797
NIAID,2019,109609
NIAID,2019,109738
NIAID,2019,109621
NIAID,2019,109898
NIAID,2019,109708
NIAID,2019,109919
NIAID,2019,109767
NIAID,2019,109709
NIAID,2019,109933
NIAID,2019,109871
NIAID,2019,109820
NIAID,2019,111138
NIAID,2019,109875
NIAID,2019,109822
NIAID,2019,109809
NIAID,2019,109805
NIAID,2019,109743
NIAID,2019,109648
NIAID,2019,109613
NIAID,2019,109735
NIAID,2019,112380
NIAID,2019,109814
NIAID,2019,109748
NIAID,2019,109860
NIAID,2019,109920
NIAID,2019,109939
NIAID,2019,109868
NIAID,2019,109611
NIAID,2019,109906
NIAID,2019,109918
NIAID,2019,109693
NIAID,2019,109716
NIAID,2019,109726
NIAID,2019,109776
NIAID,2019,109692
NIAID,2019,109804
NIAID,2019,111158
NIAID,2019,109696
NIAID,2019,109845
NIAID,2019,109910
NIAID,2019,109745
NIAID,2019,109883
NIAID,2019,109864
NIAID,2019,109922
NIAID,2019,109643
NIAID,2019,109874
NIAID,2019,109630
NIAID,2019,109623
NIAID,2019,109667
NIAID,2019,109714
NIAID,2019,109744
NIAID,2019,109653
NIAID,2019,109654
NIAID,2019,111520
NIAID,2019,109930
NIAID,2019,109866
NIAID,2019,109603
NIAID,2019,109626
NIAID,2019,109800
NIAID,2019,109781
NIAID,2019,109876
NIAID,2019,109938
NIAID,2019,111760
NIAID,2019,109785
NIAID,2019,109647
NIAID,2019,109873
NIAID,2019,109778
NIAID,2019,109821
NIAID,2019,109870
NIAID,2019,109774
NIAID,2019,109724
NIAID,2019,109640
NIAID,2019,109927
NIAID,2019,109912
NIAID,2019,109901
NIAID,2019,109889
NIAID,2019,109891
NIAID,2019,109770
NIAID,2019,109698
NIAID,2019,109740
NIAID,2019,109880
NIAID,2019,109827
NIAID,2019,109629
NIAID,2019,109636
NIAID,2019,109631
NIAID,2019,109627
NIAID,2019,109825
NIAID,2019,109754
NIAID,2019,109658
NIAID,2019,109872
NIAID,2020,114591
NIAID,2020,114618
NIAID,2020,117046
NIAID,2020,114736
NIAID,2020,114489
NIAID,2020,114721
NIAID,2020,114773
NIAID,2020,118249
NIAID,2020,114610
NIAID,2020,114663
NIAID,2020,114488
NIAID,2020,114472
NIAID,2020,114706
NIAID,2020,114557
NIAID,2020,114523
NIAID,2020,118247
NIAID,2020,114536
NIAID,2020,114529
NIAID,2020,114619
NIAID,2020,114512
NIAID,2020,114647
NIAID,2020,114518
NIAID,2020,116796
NIAID,2020,114734
NIAID,2020,114601
NIAID,2020,114500
NIAID,2020,114519
NIAID,2020,114650
NIAID,2020,114745
NIAID,2020,117523
NIAID,2020,117345
NIAID,2020,114729
NIAID,2020,114685
NIAID,2020,116963
NIAID,2020,118223
NIAID,2020,114547
NIAID,2020,114748
NIAID,2020,118227
NIAID,2020,114679
NIAID,2020,114718
NIAID,2020,114578
NIAID,2020,114569
NIAID,2020,114770
NIAID,2020,114703
NIAID,2020,114723
NIAID,2020,114715
NIAID,2020,114566
NIAID,2020,114778
NIAID,2020,114520
NIAID,2020,114777
NIAID,2020,114588
NIAID,2020,114538
NIAID,2020,114526
NIAID,2020,114631
NIAID,2020,114726
NIAID,2020,114574
NIAID,2020,114572
NIAID,2020,114643
NIAID,2020,114461
NIAID,2020,114624
NIAID,2020,114747
NIAID,2020,114556
NIAID,2020,114753
NIAID,2020,114567
NIAID,2020,114513
NIAID,2020,114476
NIAID,2020,114766
NIAID,2020,114781
NIAID,2020,114681
NIAID,2020,116643
NIAID,2020,114633
NIAID,2020,114717
NIAID,2020,114541
NIAID,2020,114765
NIAID,2020,114716
NIAID,2020,114653
NIAID,2020,114582
NIAID,2020,114525
NIAID,2020,114462
NIAID,2020,114757
NIAID,2020,114491
NIAID,2020,116787
NIAID,2020,114589
NIAID,2020,114761
NIAID,2020,114564
NIAID,2020,114535
NIAID,2020,114719
NIAID,2020,114749
NIAID,2020,114595
NIAID,2020,114731
NIAID,2020,114741
NIAID,2020,114732
NIAID,2020,116866
NIAID,2020,114592
NIAID,2020,114550
NIAID,2020,116484
NIAID,2020,118143
NIAID,2020,114590
NIAID,2020,114497
NIAID,2020,114587
NIAID,2020,114548
NIAID,2020,117143
NIAID,2020,114682
NIAID,2020,114480
NIAID,2020,114737
NIAID,2020,114739
NIAID,2020,114506
NIAID,2020,114583
NIAID,2020,116683
NIAID,2020,114597
NIAID,2020,114492
NIAID,2020,114656
NIAID,2020,114545
NIAID,2020,116904
NIAID,2020,117146
NIAID,2020,116884
NIAID,2020,114568
NIAID,2020,114714
NIAID,2020,114549
NIAID,2020,114754
NIAID,2020,114458
NIAID,2020,114640
NIAID,2020,114675
NIAID,2020,114621
NIAID,2020,117183
NIAID,2020,114701
NIAID,2020,114689
NIAID,2020,114692
NIAID,2020,114522
NIAID,2020,114620
NIAID,2020,116665
NIAID,2020,114730
NIAID,2020,116784
NIAID,2020,114683
NIAID,2020,114558
NIAID,2020,114514
NIAID,2020,116792
NIAID,2020,114785
NIAID,2020,114632
NIAID,2020,114668
NIAID,2020,114659
NIAID,2020,114623
NIAID,2020,114607
NIAID,2020,114552
NIAID,2020,114752
NIAID,2020,114655
NIAID,2020,114486
NIAID,2020,114657
NIAID,2020,114724
NIAID,2020,114605
NIAID,2020,118123
NIAID,2020,118244
NIAID,2020,114611
NIAID,2020,114688
NIAID,2020,114509
NIAID,2020,114575
NIAID,2020,114542
NIAID,2020,114584
NIAID,2020,117346
NIAID,2020,114760
NIAID,2020,114686
NIAID,2020,114493
NIAID,2020,114772
NIAID,2020,116363
NIAID,2020,114744
NIAID,2020,114666
NIAID,2020,115881
NIAID,2020,118083
NIAID,2020,111960
NIAID,2020,117083
NIAID,2020,114661
NIAID,2020,114758
NIAID,2020,114516
NIAID,2020,114464
NIAID,2020,117265
NIAID,2020,114521
NIAID,2020,118248
NIAID,2020,114634
NIAID,2020,114684
NIAID,2020,112580
NIAID,2020,114775
NIAID,2020,114530
NIAID,2020,114636
NIAID,2020,114751
NIAID,2020,114465
NIAID,2020,114499
NIAID,2020,114627
NIAID,2020,116785
NIAID,2020,116783
NIAID,2020,114750
NIAID,2020,118225
NIAID,2020,114764
NIAID,2020,114664
NIAID,2020,114728
NIAID,2020,117023
NIAID,2020,114704
NIAID,2020,114471
NIAID,2020,114687
NIAID,2020,116797
NIAID,2020,114598
NIAID,2020,114532
NIAID,2020,114546
NIAID,2020,116788
NIAID,2020,114617
NIAID,2020,114784
NIAID,2020,114695
NIAID,2020,114637
NIAID,2020,116800
NIAID,2020,114496
NIAID,2020,114769
NIAID,2020,114779
NIAID,2020,114645
NIAID,2020,114585
NIAID,2020,114780
NIAID,2020,114475
NIAID,2020,114635
NIAID,2020,116883
NIAID,2020,114501
NIAID,2020,114651
NIAID,2020,114705
NIAID,2020,117126
NIAID,2020,116828
NIAID,2020,118043
NIAID,2020,114487
NIAID,2020,114580
NIAID,2020,116924
NIAID,2020,114648
NIAID,2020,117944
NIAID,2020,114786
NIAID,2020,114694
NIAID,2020,114639
NIAID,2020,114756
